Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
Cantrip,Green-Flame Blade,Evocation,1 Action,,(5 ft. ),"S, M",,Instantaneous,,,Melee,Fire (...),,"You brandish the weapon used in the spell’s casting and make a melee attack with it against one creature within 5 feet of you. On a hit, the target suffers the weapon attack’s normal effects, and you can cause green fire to leap from the target to a different creature of your choice that you can see within 5 feet of it. The second creature takes fire damage equal to your spellcasting ability modifier.

This spell’s damage increases when you reach certain levels. At 5th level, the melee attack deals an extra 1d8 fire damage to the target on a hit, and the fire damage to the second creature increases to 1d8 + your spellcasting ability modifier. Both damage rolls increase by 1d8 at 11th level (2d8 and 2d8) and 17th level (3d8 and 3d8).",https://www.dndbeyond.com/spells/2411-green-flame-blade,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Gust,Transmutation,1 Action,30 ft.,,"V, S",,Instantaneous,,,STR Save,Control,,"You seize the air and compel it to create one of the following effects at a point you can see within range:

One Medium or smaller creature that you choose must succeed on a Strength saving throw or be pushed up to 5 feet away from you.

One Medium or smaller creature that you choose must succeed on a Strength saving throw or be pushed up to 5 feet away from you.

You create a small blast of air capable of moving one object that is neither held nor carried and that weighs no more than 5 pounds. The object is pushed up to 10 feet away from you. It isn’t pushed with enough force to cause damage.

You create a small blast of air capable of moving one object that is neither held nor carried and that weighs no more than 5 pounds. The object is pushed up to 10 feet away from you. It isn’t pushed with enough force to cause damage.

You create a harmless sensory effect using air, such as causing leaves to rustle, wind to slam shutters shut, or your clothing to ripple in a breeze.

You create a harmless sensory effect using air, such as causing leaves to rustle, wind to slam shutters shut, or your clothing to ripple in a breeze.",https://www.dndbeyond.com/spells/2383-gust,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Light,Evocation,1 Action,,,"V, M",,1 Hour,,,,Creation (...),,"You touch one Large or smaller object that isn’t being worn or carried by someone else. Until the spell ends, the object sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. The light can be colored as you like.

Covering the object with something opaque blocks the light. The spell ends if you cast it again.",https://www.dndbeyond.com/spells/2618996-light,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Lightning Lure,Evocation,1 Action,15 ft.,,V,,Instantaneous,,,STR Save,Lightning,,"You create a lash of lightning energy that strikes at one creature of your choice that you can see within 15 feet of you. The target must succeed on a Strength saving throw or be pulled up to 10 feet in a straight line toward you and then take 1d8 lightning damage if it is within 5 feet of you.

This spell’s damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",https://www.dndbeyond.com/spells/2412-lightning-lure,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Mage Hand,Conjuration,1 Action,30 ft.,,"V, S",,1 Minute,,,,Utility,,"A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.

When you cast the spell, you can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial.

As a Magic action on your later turns, you can control the hand thus again. As part of that action, you can move the hand up to 30 feet.

The hand can’t attack, activate magic items, or carry more than 10 pounds.",https://www.dndbeyond.com/spells/2619008-mage-hand,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
Cantrip,Magic Stone,Transmutation,1 Bonus Action,,,"V, S",,1 Minute,,,Ranged,Bludgeoning,,"You touch one to three pebbles and imbue them with magic. You or someone else can make a ranged spell attack with one of the pebbles by throwing it or hurling it with a sling. If thrown, it has a range of 60 feet. If someone else attacks with the pebble, that attacker adds your spellcasting ability modifier, not the attacker’s, to the attack roll. On a hit, the target takes bludgeoning damage equal to 1d6 + your spellcasting ability modifier. Hit or miss, the spell then ends on the stone.

If you cast this spell again, the spell ends early on any pebbles still affected by it.",https://www.dndbeyond.com/spells/2391-magic-stone,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Mending,Transmutation,1 Minute,,,"V, S, M",,Instantaneous,,,,Utility,,"This spell repairs a single break or tear in an object you touch, such as a broken chain link, two halves of a broken key, a torn cloak, or a leaking wineskin. As long as the break or tear is no larger than 1 foot in any dimension, you mend it, leaving no trace of the former damage.

This spell can physically repair a magic item, but it can’t restore magic to such an object.",https://www.dndbeyond.com/spells/2619033-mending,Object & Structure Manipulation,Hard Ban,Hard Ban,Hard Ban,Secondary,Hard Ban
Cantrip,Mold Earth,Transmutation,1 Action,30 ft.,(5 ft. ),S,,Instantaneous,,,,Control,,"You choose a portion of dirt or stone that you can see within range and that fits within a 5-foot cube. You manipulate it in one of the following ways:

If you target an area of loose earth, you can instantaneously excavate it, move it along the ground, and deposit it up to 5 feet away. This movement doesn’t have enough force to cause damage.

If you target an area of loose earth, you can instantaneously excavate it, move it along the ground, and deposit it up to 5 feet away. This movement doesn’t have enough force to cause damage.

You cause shapes, colors, or both to appear on the dirt or stone, spelling out words, creating images, or shaping patterns. The changes last for 1 hour.

You cause shapes, colors, or both to appear on the dirt or stone, spelling out words, creating images, or shaping patterns. The changes last for 1 hour.

If the dirt or stone you target is on the ground, you cause it to become difficult terrain. Alternatively, you can cause the ground to become normal terrain if it is already difficult terrain. This change lasts for 1 hour.

If the dirt or stone you target is on the ground, you cause it to become difficult terrain. Alternatively, you can cause the ground to become normal terrain if it is already difficult terrain. This change lasts for 1 hour.

If you cast this spell multiple times, you can have no more than two of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.",https://www.dndbeyond.com/spells/2394-mold-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
Cantrip,Poison Spray,Necromancy,1 Action,30 ft.,,"V, S",,Instantaneous,,,Ranged,Poison,,"You spray toxic mist at a creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d12 Poison damage.

Cantrip Upgrade. The damage increases by 1d12 when you reach levels 5 (2d12), 11 (3d12), and 17 (4d12).",https://www.dndbeyond.com/spells/2618875-poison-spray,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Primal Savagery,Transmutation,1 Action,,,S,,Instantaneous,,,Melee,Acid,,"You channel primal magic to cause your teeth or fingernails to sharpen, ready to deliver a corrosive attack. Make a melee spell attack against one creature within 5 feet of you. On a hit, the target takes 1d10 acid damage. After you make the attack, your teeth or fingernails return to normal.

The spell’s damage increases by 1d10 when you reach 5th level (2d10), 11th level (3d10), and 17th level (4d10).",https://www.dndbeyond.com/spells/14558-primal-savagery,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Produce Flame,Conjuration,1 Bonus Action,,,"V, S",,10 Minutes,,,Ranged,Fire,,"A flickering flame appears in your hand and remains there for the duration. While there, the flame emits no heat and ignites nothing, and it sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. The spell ends if you cast it again.

Until the spell ends, you can take a Magic action to hurl fire at a creature or an object within 60 feet of you. Make a ranged spell attack. On a hit, the target takes 1d8 Fire damage.

Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",https://www.dndbeyond.com/spells/2618901-produce-flame,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Ray of Frost,Evocation,1 Action,60 ft.,,"V, S",,Instantaneous,,,Ranged,Cold,,"A frigid beam of blue-white light streaks toward a creature within range. Make a ranged spell attack against the target. On a hit, it takes 1d8 Cold damage, and its Speed is reduced by 10 feet until the start of your next turn.

Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",https://www.dndbeyond.com/spells/2618930-ray-of-frost,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Sacred Flame,Evocation,1 Action,60 ft.,,"V, S",,Instantaneous,,,DEX Save,Radiant,,"Flame-like radiance descends on a creature that you can see within range. The target must succeed on a Dexterity saving throw or take 1d8 Radiant damage. The target gains no benefit from Half Cover or Three-Quarters Cover for this save.

Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",https://www.dndbeyond.com/spells/2618967-sacred-flame,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Shape Water,Transmutation,1 Action,30 ft.,(5 ft. ),S,,Instantaneous,,,,Control,,"You choose an area of water that you can see within range and that fits within a 5-foot cube. You manipulate it in one of the following ways:

You instantaneously move or otherwise change the flow of the water as you direct, up to 5 feet in any direction. This movement doesn’t have enough force to cause damage.

You instantaneously move or otherwise change the flow of the water as you direct, up to 5 feet in any direction. This movement doesn’t have enough force to cause damage.

You cause the water to form into simple shapes and animate at your direction. This change lasts for 1 hour.

You cause the water to form into simple shapes and animate at your direction. This change lasts for 1 hour.

You change the water’s color or opacity. The water must be changed in the same way throughout. This change lasts for 1 hour.

You change the water’s color or opacity. The water must be changed in the same way throughout. This change lasts for 1 hour.

You freeze the water, provided that there are no creatures in it. The water unfreezes in 1 hour.

You freeze the water, provided that there are no creatures in it. The water unfreezes in 1 hour.

If you cast this spell multiple times, you can have no more than two of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.",https://www.dndbeyond.com/spells/2397-shape-water,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Shocking Grasp,Evocation,1 Action,,,"V, S",,Instantaneous,,,Melee,Lightning,,"Lightning springs from you to a creature that you try to touch. Make a melee spell attack against the target. On a hit, the target takes 1d8 Lightning damage, and it can’t make Opportunity Attacks until the start of its next turn.

Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",https://www.dndbeyond.com/spells/2618986-shocking-grasp,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Sorcerous Burst,Evocation,1 Action,120 ft.,,"V, S",,Instantaneous,,,Ranged,Acid (...),,"You cast sorcerous energy at one creature or object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d8 damage of a type you choose: Acid, Cold, Fire, Lightning, Poison, Psychic, or Thunder.

If you roll an 8 on a d8 for this spell, you can roll another d8, and add it to the damage. When you cast this spell, the maximum number of these d8s you can add to the spell’s damage equals your spellcasting ability modifier.

Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",https://www.dndbeyond.com/spells/2618839-sorcerous-burst,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Spare the Dying,Necromancy,1 Action,15 ft.,,"V, S",,Instantaneous,,,,Healing,,"Choose a creature within range that has 0 Hit Points and isn’t dead . The creature becomes Stable .

Cantrip Upgrade. The range doubles when you reach levels 5 (30 feet), 11 (60 feet), and 17 (120 feet).",https://www.dndbeyond.com/spells/2619067-spare-the-dying,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
Cantrip,Sword Burst,Conjuration,1 Action,5 ft.,,V,,Instantaneous,,,DEX Save,Force,,"You create a momentary circle of spectral blades that sweep around you. All other creatures within 5 feet of you must succeed on a Dexterity saving throw or take 1d6 force damage.

This spell’s damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).",https://www.dndbeyond.com/spells/2413-sword-burst,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
Cantrip,Thunderclap,Evocation,1 Action,,(5 ft. ),S,,Instantaneous,,,CON Save,Thunder,,"Each creature in a 5-foot Emanation originating from you must succeed on a Constitution saving throw or take 1d6 Thunder damage. The spell’s thunderous sound can be heard up to 100 feet away.

Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",https://www.dndbeyond.com/spells/2619179-thunderclap,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Word of Radiance,Evocation,1 Action,,(5 ft. ),"V, M",,Instantaneous,,,CON Save,Radiant,,"Burning radiance erupts from you in a 5-foot Emanation . Each creature of your choice that you can see in it must succeed on a Constitution saving throw or take 1d6 Radiant damage.

Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",https://www.dndbeyond.com/spells/2619217-word-of-radiance,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
